"Datum","Abfahrt (laut Plan)","Ankunft (laut Plan)","Zug","Verspätung (am Zielbahnhof)","Zugausfall"
"31.03.2022","09:13","10:48","ICE 621","0",""
"31.03.2022","10:10","11:48","ICE 623","0",""
"31.03.2022","11:08","12:48","ICE 625","0",""
"31.03.2022","12:20","13:48","ICE 627","2",""
"31.03.2022","12:48","14:26","ICE 123","0",""
"31.03.2022","13:08","14:48","ICE 629","2",""
"31.03.2022","13:33","15:24","ICE 817","0",""
"31.03.2022","14:21","15:48","ICE 721","0",""
"31.03.2022","14:54","16:31","ICE 125","2",""
"31.03.2022","15:11","16:48","ICE 723","0",""
"31.03.2022","16:22","17:48","ICE 725","2",""
"31.03.2022","16:51","18:31","ICE 127","0",""
"31.03.2022","17:22","18:48","ICE 727","0",""
"03.04.2022","13:01","14:48","ICE 629","8",""
"03.04.2022","14:09","15:48","ICE 721","4",""
"03.04.2022","15:01","16:48","ICE 723","2",""
"03.04.2022","15:42","19:18","ICE 927","3",""
"03.04.2022","16:12","17:48","ICE 725","25",""
"03.04.2022","17:12","18:48","ICE 727","6",""
"03.04.2022","19:01","20:48","ICE 821","5",""
"03.04.2022","19:41","23:14","ICE 1021","0",""
"03.04.2022","19:52","21:48","ICE 823","0",""
"03.04.2022","20:27","23:34","IC 2215","30",""
"03.04.2022","21:34","00:36","ICE 1627","25",""
"03.04.2022","23:27","01:10","ICE 619","25",""
"05.04.2022","02:59","07:13","ICE 921","2",""
"05.04.2022","05:10","08:16","ICE  23","13",""
"05.04.2022","05:36","07:24","ICE 811","0",""
"05.04.2022","06:22","07:48","ICE 525","3",""
"05.04.2022","07:22","08:48","ICE 527","59",""
"05.04.2022","08:21","09:48","ICE 529","9",""
"05.04.2022","08:48","10:31","ICE 121","35",""
"05.04.2022","09:13","10:48","ICE 621","36",""
"05.04.2022","10:10","11:48","ICE 623","0",""
"05.04.2022","11:08","12:48","ICE 625","11",""
"05.04.2022","12:20","13:48","ICE 627","22",""
"05.04.2022","12:48","14:26","ICE 123","0",""
"05.04.2022","13:08","14:48","ICE 629","2",""
"05.04.2022","13:33","15:24","ICE 817","0","Ausfall (Startbahnhof)"
"05.04.2022","14:21","15:48","ICE 721","0",""
"05.04.2022","14:54","16:31","ICE 125","2",""
"05.04.2022","15:11","16:48","ICE 723","0",""
"05.04.2022","15:26","18:35","ICE 927","51",""
"05.04.2022","16:22","17:48","ICE 725","16",""
"05.04.2022","16:51","18:31","ICE 127","0",""
"05.04.2022","17:22","18:48","ICE 727","0",""
"05.04.2022","18:22","19:48","ICE 729","0",""
"05.04.2022","18:48","20:30","ICE 129","2",""
"05.04.2022","19:08","20:48","ICE 821","6",""
"05.04.2022","19:30","22:13","ICE 1021","0","Ausfall (Startbahnhof)"
"05.04.2022","20:09","21:48","ICE 823","2",""
"05.04.2022","20:27","23:25","IC 2215","23",""
"05.04.2022","20:49","22:31","ICE 221","0",""
"05.04.2022","21:34","00:36","ICE 1627","26",""
"05.04.2022","23:27","01:10","ICE 619","43",""
"06.04.2022","02:59","07:13","ICE 921","0",""
"06.04.2022","04:57","06:48","ICE 523","3",""
"06.04.2022","05:10","08:16","ICE  23","2",""
"06.04.2022","05:36","07:24","ICE 811","0",""
"06.04.2022","06:22","07:48","ICE 525","0",""
"06.04.2022","07:22","08:48","ICE 527","0",""
"06.04.2022","08:21","09:48","ICE 529","0",""
"06.04.2022","08:48","10:31","ICE 121","0",""
"06.04.2022","09:13","10:48","ICE 621","0",""
"06.04.2022","10:10","11:48","ICE 623","0",""
"06.04.2022","11:08","12:48","ICE 625","2",""
"06.04.2022","12:20","13:48","ICE 627","0",""
"06.04.2022","12:48","14:26","ICE 123","0",""
"06.04.2022","13:08","14:48","ICE 629","0",""
"06.04.2022","13:33","15:24","ICE 817","0",""
"06.04.2022","14:21","15:48","ICE 721","2",""
"06.04.2022","14:54","16:31","ICE 125","0",""
"06.04.2022","15:11","16:48","ICE 723","0",""
"06.04.2022","15:26","18:35","ICE 927","48",""
"06.04.2022","16:22","17:48","ICE 725","0",""
"06.04.2022","16:51","18:31","ICE 127","0",""
"06.04.2022","17:22","18:48","ICE 727","13",""
"06.04.2022","18:22","19:48","ICE 729","0",""
"06.04.2022","18:48","20:30","ICE 129","0",""
"06.04.2022","19:08","20:48","ICE 821","2",""
"06.04.2022","19:30","22:13","ICE 1021","0","Ausfall (Startbahnhof)"
"06.04.2022","20:09","21:48","ICE 823","0",""
"06.04.2022","20:27","23:25","IC 2215","95",""
"06.04.2022","20:49","22:31","ICE 221","0",""
"06.04.2022","23:20","02:31","IC 60403","21",""
"06.04.2022","23:27","01:10","ICE 619","0",""
"07.04.2022","02:56","07:13","ICE 921","12",""
"07.04.2022","04:57","06:48","ICE 523","0",""
"07.04.2022","05:10","08:16","ICE  23","14",""
"07.04.2022","05:36","07:24","ICE 811","0",""
"07.04.2022","06:22","07:48","ICE 525","0",""
"07.04.2022","07:22","08:48","ICE 527","0",""
"07.04.2022","08:21","09:48","ICE 529","109",""
"07.04.2022","08:48","10:31","ICE 121","90",""
"07.04.2022","09:13","10:48","ICE 621","36",""
"07.04.2022","10:10","11:48","ICE 623","15",""
"07.04.2022","11:08","12:48","ICE 625","2",""
"07.04.2022","15:26","18:35","ICE 927","67",""
"07.04.2022","16:51","18:31","ICE 127","36",""
"07.04.2022","17:22","18:48","ICE 727","26",""
"07.04.2022","18:22","19:48","ICE 729","44",""
"07.04.2022","18:48","20:30","ICE 129","30",""
"07.04.2022","19:08","20:48","ICE 821","0",""
"07.04.2022","19:30","22:27","ICE 1021","29",""
"07.04.2022","20:09","21:48","ICE 823","0",""
"07.04.2022","20:27","23:25","IC 2215","81",""
"07.04.2022","20:49","22:31","ICE 221","17",""
"07.04.2022","23:20","02:31","IC 60403","18",""
"07.04.2022","23:27","01:10","ICE 619","28",""
"08.04.2022","20:27","23:25","IC 2215","47",""
"08.04.2022","23:27","01:10","ICE 619","2",""
"09.04.2022","02:39","07:13","ICE 921","0",""
"09.04.2022","04:50","06:48","ICE 523","21",""
"09.04.2022","04:50","08:14","ICE 2523","0",""
"09.04.2022","06:12","07:48","ICE 525","5",""
"09.04.2022","07:15","08:48","ICE 527","3",""
"09.04.2022","08:10","09:48","ICE 529","0",""
"09.04.2022","09:01","10:48","ICE 621","6",""
"09.04.2022","10:52","12:48","ICE 625","0",""
"09.04.2022","12:14","13:48","ICE 627","19",""
"09.04.2022","13:01","14:48","ICE 629","16",""
"09.04.2022","14:09","15:48","ICE 721","18",""
"09.04.2022","15:01","16:48","ICE 723","0",""
"09.04.2022","15:31","18:35","ICE 927","38",""
"09.04.2022","16:12","17:48","ICE 725","0",""
"09.04.2022","17:12","18:48","ICE 727","0",""
"09.04.2022","18:12","19:48","ICE 729","0",""
"09.04.2022","19:01","20:48","ICE 821","0",""
"09.04.2022","19:30","22:36","ICE 1021","58",""
"09.04.2022","19:52","21:48","ICE 823","4",""
"09.04.2022","20:27","23:34","IC 2215","59",""
"09.04.2022","23:27","01:10","ICE 619","0",""
"10.04.2022","02:40","07:13","ICE 921","0",""
"10.04.2022","04:50","08:14","ICE 2523","0",""
"10.04.2022","06:12","07:48","ICE 525","0",""
"10.04.2022","07:15","08:48","ICE 527","2",""
"10.04.2022","08:10","09:48","ICE 529","0",""
"10.04.2022","09:01","10:48","ICE 621","5",""
"10.04.2022","10:03","11:48","ICE 623","15",""
"10.04.2022","10:52","12:48","ICE 625","10",""
"10.04.2022","12:14","13:48","ICE 627","10",""
"10.04.2022","13:01","14:48","ICE 629","2",""
"10.04.2022","14:09","15:48","ICE 721","3",""
"10.04.2022","15:01","16:48","ICE 723","0",""
"10.04.2022","15:31","18:35","ICE 927","26",""
"10.04.2022","16:12","17:48","ICE 725","17",""
"10.04.2022","17:12","18:48","ICE 727","5",""
"10.04.2022","18:12","19:48","ICE 729","4",""
"10.04.2022","19:01","20:48","ICE 821","7",""
"10.04.2022","19:30","22:40","ICE 1021","20",""
"10.04.2022","19:52","21:48","ICE 823","0",""
"10.04.2022","20:27","23:34","IC 2215","81",""
"10.04.2022","23:27","01:10","ICE 619","17",""
"11.04.2022","02:40","07:13","ICE 921","0",""
"11.04.2022","03:59","07:54","ICE  23","0",""
"11.04.2022","05:36","07:24","ICE 811","0",""
"11.04.2022","06:22","07:48","ICE 525","0",""
"11.04.2022","07:22","08:48","ICE 527","0",""
"11.04.2022","08:21","09:48","ICE 529","0",""
"11.04.2022","09:13","10:48","ICE 621","39",""
"11.04.2022","10:10","11:48","ICE 623","3",""
"11.04.2022","11:08","12:48","ICE 625","11",""
"11.04.2022","12:20","13:48","ICE 627","2",""
"11.04.2022","13:08","14:48","ICE 629","11",""
"11.04.2022","13:33","15:24","ICE 817","0",""
"11.04.2022","14:21","15:48","ICE 721","3",""
"11.04.2022","15:11","16:48","ICE 723","0",""
"11.04.2022","15:27","18:35","ICE 927","0",""
"11.04.2022","16:22","17:48","ICE 725","5",""
"11.04.2022","17:22","18:48","ICE 727","32",""
"11.04.2022","18:22","19:48","ICE 729","0",""
"11.04.2022","19:08","20:48","ICE 821","35",""
"11.04.2022","19:28","22:27","ICE 1021","7",""
"11.04.2022","20:09","21:48","ICE 823","0",""
"11.04.2022","20:27","23:25","IC 2215","14",""
"11.04.2022","23:27","01:10","ICE 619","5",""
"12.04.2022","02:39","07:13","ICE 921","0",""
"12.04.2022","04:57","06:48","ICE 523","0",""
"12.04.2022","05:10","08:16","ICE  23","15",""
"12.04.2022","05:36","07:24","ICE 811","0",""
"12.04.2022","06:22","07:48","ICE 525","4",""
"12.04.2022","07:22","08:48","ICE 527","0",""
"12.04.2022","08:21","09:48","ICE 529","4",""
"12.04.2022","09:13","10:48","ICE 621","2",""
"12.04.2022","10:10","11:48","ICE 623","10",""
"12.04.2022","11:08","12:48","ICE 625","2",""
"12.04.2022","12:20","13:48","ICE 627","4",""
"12.04.2022","13:08","14:48","ICE 629","0",""
"12.04.2022","13:33","15:24","ICE 817","2",""
"12.04.2022","14:21","15:48","ICE 721","12",""
"12.04.2022","15:11","16:48","ICE 723","0",""
"12.04.2022","15:27","18:35","ICE 927","36",""
"12.04.2022","16:22","17:48","ICE 725","0",""
"12.04.2022","17:22","18:48","ICE 727","5",""
"12.04.2022","18:22","19:48","ICE 729","3",""
"12.04.2022","19:08","20:48","ICE 821","2",""
"12.04.2022","19:28","22:27","ICE 1021","19",""
"12.04.2022","20:09","21:48","ICE 823","0",""
"12.04.2022","20:27","23:25","IC 2215","45",""
"12.04.2022","23:27","01:10","ICE 619","0",""
"13.04.2022","02:39","07:13","ICE 921","0",""
"13.04.2022","04:57","06:48","ICE 523","0",""
"13.04.2022","05:10","08:16","ICE  23","30",""
"13.04.2022","05:36","07:24","ICE 811","0",""
"13.04.2022","06:22","07:48","ICE 525","0",""
"13.04.2022","07:22","08:48","ICE 527","2",""
"13.04.2022","08:21","09:48","ICE 529","0",""
"13.04.2022","09:13","10:48","ICE 621","115",""
"13.04.2022","10:10","11:48","ICE 623","0","Ausfall (Startbahnhof)"
"13.04.2022","11:08","12:48","ICE 625","0","Ausfall (Startbahnhof)"
"13.04.2022","12:20","13:48","ICE 627","0","Ausfall (Startbahnhof)"
"13.04.2022","13:08","14:48","ICE 629","0","Ausfall (Startbahnhof)"
"13.04.2022","13:33","15:24","ICE 817","0","Ausfall (Startbahnhof)"
"13.04.2022","14:21","15:48","ICE 721","11",""
"13.04.2022","15:11","16:48","ICE 723","10",""
"13.04.2022","15:27","18:35","ICE 927","24",""
"13.04.2022","16:22","17:48","ICE 725","13",""
"13.04.2022","18:22","19:48","ICE 729","3",""
"13.04.2022","19:08","20:48","ICE 821","0",""
"13.04.2022","19:28","22:27","ICE 1021","130",""
"13.04.2022","20:09","21:48","ICE 823","0",""
"13.04.2022","20:27","23:25","IC 2215","74",""
"13.04.2022","23:27","01:10","ICE 619","0",""
"14.04.2022","02:39","07:13","ICE 921","0",""
"14.04.2022","04:57","06:48","ICE 523","2",""
"14.04.2022","05:10","08:16","ICE  23","2",""
"14.04.2022","05:36","07:24","ICE 811","0",""
"14.04.2022","06:22","07:48","ICE 525","3",""
"14.04.2022","07:22","08:48","ICE 527","2",""
"14.04.2022","08:21","09:48","ICE 529","0",""
"14.04.2022","09:13","10:48","ICE 621","0",""
"14.04.2022","10:10","11:48","ICE 623","3",""
"14.04.2022","11:08","12:48","ICE 625","0",""
"14.04.2022","12:20","13:48","ICE 627","0",""
"14.04.2022","13:08","14:48","ICE 629","0",""
"14.04.2022","13:33","15:24","ICE 817","0",""
"14.04.2022","14:21","15:48","ICE 721","4",""
"14.04.2022","15:11","16:48","ICE 723","3",""
"14.04.2022","15:27","18:35","ICE 927","38",""
"14.04.2022","16:22","17:48","ICE 725","0",""
"14.04.2022","17:22","18:48","ICE 727","4",""
"14.04.2022","18:22","19:48","ICE 729","7",""
"14.04.2022","19:08","20:48","ICE 821","0",""
"14.04.2022","19:28","22:27","ICE 1021","138",""
"14.04.2022","20:09","21:48","ICE 823","0",""
"14.04.2022","20:27","23:25","IC 2215","29",""
"14.04.2022","23:27","01:10","ICE 619","19",""
"15.04.2022","04:57","06:48","ICE 523","0",""
"15.04.2022","05:27","08:16","ICE  23","0",""
"15.04.2022","06:22","07:48","ICE 525","0",""
"15.04.2022","07:22","08:48","ICE 527","0",""
"15.04.2022","08:21","09:48","ICE 529","0",""
"15.04.2022","09:13","10:48","ICE 621","4",""
"15.04.2022","10:10","11:48","ICE 623","0",""
"15.04.2022","11:08","12:48","ICE 625","0",""
"15.04.2022","12:20","13:48","ICE 627","0",""
"15.04.2022","13:08","14:48","ICE 629","0",""
"15.04.2022","13:33","15:24","ICE 817","0",""
"15.04.2022","14:21","15:48","ICE 721","0",""
"15.04.2022","15:11","16:48","ICE 723","0",""
"15.04.2022","15:27","18:13","ICE 927","0",""
"15.04.2022","16:22","17:48","ICE 725","10",""
"15.04.2022","17:22","18:48","ICE 727","0",""
"15.04.2022","18:22","19:48","ICE 729","0",""
"15.04.2022","19:08","20:48","ICE 821","0",""
"15.04.2022","19:28","22:13","ICE 1021","52",""
"15.04.2022","20:09","21:48","ICE 823","0",""
"15.04.2022","20:27","23:12","IC 2215","3",""
"15.04.2022","23:27","01:10","ICE 619","0",""
"16.04.2022","02:39","07:02","ICE 921","0",""
"16.04.2022","05:27","08:16","ICE  23","0",""
"16.04.2022","06:22","07:48","ICE 525","0",""
"16.04.2022","07:22","08:48","ICE 527","0",""
"16.04.2022","08:21","09:48","ICE 529","0",""
"16.04.2022","09:13","10:48","ICE 621","0",""
"16.04.2022","10:10","11:48","ICE 623","0",""
"16.04.2022","11:08","12:48","ICE 625","0",""
"16.04.2022","12:20","13:48","ICE 627","0",""
"16.04.2022","13:08","14:48","ICE 629","0",""
"16.04.2022","13:33","15:24","ICE 817","0",""
"16.04.2022","14:21","15:48","ICE 721","0",""
"16.04.2022","15:11","16:48","ICE 723","0",""
"16.04.2022","15:27","18:13","ICE 927","17",""
"16.04.2022","16:22","17:48","ICE 725","3",""
"16.04.2022","17:22","18:48","ICE 727","0",""
"16.04.2022","18:22","19:48","ICE 729","2",""
"16.04.2022","19:08","20:48","ICE 821","0",""
"16.04.2022","19:28","22:13","ICE 1021","22",""
"16.04.2022","20:09","21:48","ICE 823","5",""
"16.04.2022","20:27","23:12","IC 2215","104",""
"16.04.2022","23:27","01:10","ICE 619","1",""
"17.04.2022","05:27","08:16","ICE  23","10",""
"17.04.2022","06:22","07:48","ICE 525","0",""
"17.04.2022","07:22","08:48","ICE 527","0",""
"17.04.2022","08:21","09:48","ICE 529","6",""
"17.04.2022","09:13","10:48","ICE 621","0",""
"17.04.2022","10:10","11:48","ICE 623","0",""
"17.04.2022","11:08","12:48","ICE 625","0",""
"17.04.2022","12:20","13:48","ICE 627","0",""
"17.04.2022","13:08","14:48","ICE 629","0",""
"17.04.2022","13:33","15:24","ICE 817","0",""
"17.04.2022","14:21","15:48","ICE 721","0",""
"17.04.2022","15:11","16:48","ICE 723","0",""
"17.04.2022","15:27","18:13","ICE 927","20",""
"17.04.2022","16:22","17:48","ICE 725","0",""
"17.04.2022","17:22","18:48","ICE 727","0",""
"17.04.2022","18:22","19:48","ICE 729","8",""
"17.04.2022","19:08","20:48","ICE 821","0",""
"17.04.2022","19:28","22:13","ICE 1021","33",""
"17.04.2022","20:09","21:48","ICE 823","0",""
"17.04.2022","20:27","23:12","IC 2215","20",""
"17.04.2022","23:27","01:10","ICE 619","0",""
"18.04.2022","02:39","07:02","ICE 921","5",""
"18.04.2022","05:27","08:16","ICE  23","0",""
"18.04.2022","06:22","07:48","ICE 525","0",""
"18.04.2022","07:22","08:48","ICE 527","0",""
"18.04.2022","09:13","10:48","ICE 621","0",""
"18.04.2022","10:10","11:48","ICE 623","0",""
"18.04.2022","11:08","12:48","ICE 625","0",""
"18.04.2022","12:20","13:48","ICE 627","4",""
"18.04.2022","13:08","14:48","ICE 629","0",""
"18.04.2022","13:33","15:24","ICE 817","0",""
"18.04.2022","14:21","15:48","ICE 721","4",""
"18.04.2022","15:11","16:48","ICE 723","0",""
"18.04.2022","15:27","18:13","ICE 927","0",""
"18.04.2022","16:22","17:48","ICE 725","5",""
"18.04.2022","17:22","18:48","ICE 727","0",""
"18.04.2022","18:22","19:48","ICE 729","0",""
"18.04.2022","19:08","20:48","ICE 821","13",""
"18.04.2022","19:28","22:13","ICE 1021","19",""
"18.04.2022","20:09","21:48","ICE 823","0",""
"18.04.2022","20:27","23:12","IC 2215","2",""
"18.04.2022","23:27","01:10","ICE 619","3",""
"19.04.2022","02:39","07:02","ICE 921","0",""
"19.04.2022","04:57","06:48","ICE 523","29",""
"19.04.2022","05:27","08:16","ICE  23","0",""
"19.04.2022","05:36","07:24","ICE 811","9",""
"19.04.2022","06:22","07:48","ICE 525","0",""
"19.04.2022","07:22","08:48","ICE 527","0",""
"19.04.2022","08:21","09:48","ICE 529","0",""
"19.04.2022","09:13","10:48","ICE 621","4",""
"19.04.2022","10:10","11:48","ICE 623","2",""
"19.04.2022","11:08","12:48","ICE 625","4",""
"19.04.2022","12:20","13:48","ICE 627","2",""
"19.04.2022","13:08","14:48","ICE 629","12",""
"19.04.2022","13:33","15:24","ICE 817","50",""
"19.04.2022","14:21","15:48","ICE 721","10",""
"19.04.2022","15:11","16:48","ICE 723","0",""
"19.04.2022","15:27","18:13","ICE 927","14",""
"19.04.2022","16:22","17:48","ICE 725","5",""
"19.04.2022","17:22","18:48","ICE 727","6",""
"19.04.2022","18:22","19:48","ICE 729","17",""
"19.04.2022","19:08","20:48","ICE 821","0",""
"19.04.2022","19:28","22:13","ICE 1021","5",""
"19.04.2022","20:09","21:48","ICE 823","0",""
"19.04.2022","20:27","23:12","IC 2215","28",""
"19.04.2022","23:27","01:10","ICE 619","5",""
"20.04.2022","02:39","07:02","ICE 921","0",""
"20.04.2022","05:27","08:16","ICE  23","0",""
"20.04.2022","05:36","07:24","ICE 811","3",""
"20.04.2022","06:22","07:48","ICE 525","38",""
"20.04.2022","07:22","08:48","ICE 527","0",""
"20.04.2022","08:21","09:48","ICE 529","3",""
"20.04.2022","09:13","10:48","ICE 621","3",""
"20.04.2022","10:10","11:48","ICE 623","0",""
"20.04.2022","11:08","12:48","ICE 625","0","Ausfall (Startbahnhof)"
"20.04.2022","12:20","13:48","ICE 627","3",""
"20.04.2022","13:08","14:48","ICE 629","2",""
"20.04.2022","13:33","15:24","ICE 817","6",""
"20.04.2022","14:21","15:48","ICE 721","4",""
"20.04.2022","15:11","16:48","ICE 723","1",""
"20.04.2022","15:27","18:13","ICE 927","13",""
"20.04.2022","16:22","17:48","ICE 725","2",""
"20.04.2022","17:22","18:48","ICE 727","0",""
"20.04.2022","18:22","19:48","ICE 729","47",""
"20.04.2022","19:08","20:48","ICE 821","10",""
"20.04.2022","19:28","22:13","ICE 1021","32",""
"20.04.2022","20:09","21:48","ICE 823","4",""
"20.04.2022","20:27","23:12","IC 2215","19",""
"20.04.2022","23:27","01:10","ICE 619","119",""
"21.04.2022","02:39","07:02","ICE 921","0",""
"21.04.2022","04:57","06:48","ICE 523","2",""
"21.04.2022","05:27","08:16","ICE  23","0",""
"21.04.2022","05:36","07:24","ICE 811","0",""
"21.04.2022","06:22","07:48","ICE 525","0",""
"21.04.2022","07:22","08:48","ICE 527","0",""
"21.04.2022","08:21","09:48","ICE 529","0",""
"21.04.2022","09:13","10:48","ICE 621","0",""
"21.04.2022","10:10","11:48","ICE 623","1",""
"21.04.2022","11:08","12:48","ICE 625","0",""
"21.04.2022","12:20","13:48","ICE 627","16",""
"21.04.2022","13:08","14:48","ICE 629","0",""
"21.04.2022","13:33","15:24","ICE 817","0",""
"21.04.2022","14:21","15:48","ICE 721","0",""
"21.04.2022","15:11","16:48","ICE 723","0",""
"21.04.2022","15:27","18:13","ICE 927","0",""
"21.04.2022","16:22","17:48","ICE 725","5",""
"21.04.2022","17:22","18:48","ICE 727","0",""
"21.04.2022","18:22","19:48","ICE 729","0",""
"21.04.2022","19:08","20:48","ICE 821","0",""
"21.04.2022","19:28","22:13","ICE 1021","16",""
"21.04.2022","20:09","21:48","ICE 823","0",""
"21.04.2022","20:27","23:12","IC 2215","123",""
"21.04.2022","23:27","01:10","ICE 619","84",""
"22.04.2022","05:27","08:16","ICE  23","10",""
"22.04.2022","05:36","07:24","ICE 811","0",""
"22.04.2022","06:22","07:48","ICE 525","0",""
"22.04.2022","07:22","08:48","ICE 527","0",""
"22.04.2022","08:21","09:48","ICE 529","0",""
"22.04.2022","09:13","10:48","ICE 621","4",""
"22.04.2022","10:10","11:48","ICE 623","0",""
"22.04.2022","11:08","12:48","ICE 625","19",""
"22.04.2022","12:20","13:48","ICE 627","8",""
"22.04.2022","13:08","14:48","ICE 629","2",""
"22.04.2022","13:33","15:24","ICE 817","0",""
"22.04.2022","15:11","16:48","ICE 723","0",""
"22.04.2022","15:27","18:13","ICE 927","0","Ausfall (Startbahnhof)"
"22.04.2022","16:22","17:48","ICE 725","2",""
"22.04.2022","17:22","18:48","ICE 727","2",""
"22.04.2022","18:22","19:48","ICE 729","3",""
"22.04.2022","19:08","20:48","ICE 821","0",""
"22.04.2022","19:28","22:13","ICE 1021","53",""
"22.04.2022","20:09","21:48","ICE 823","0",""
"22.04.2022","20:27","23:12","IC 2215","9",""
"22.04.2022","23:20","02:22","IC 60403","4",""
"22.04.2022","23:27","01:10","ICE 619","7",""
"23.04.2022","02:39","07:02","ICE 921","0",""
"23.04.2022","04:57","06:48","ICE 523","0",""
"23.04.2022","05:27","08:16","ICE  23","0",""
"23.04.2022","06:22","07:48","ICE 525","0",""
"23.04.2022","07:22","08:48","ICE 527","0",""
"23.04.2022","08:21","09:48","ICE 529","0",""
"23.04.2022","08:48","10:31","ICE 121","0",""
